25, 10000.0, 81.8, 0.108
25, 4641.58883361, 93.4, 0.104
25, 2154.43469003, 83.8, 0.096
25, 1000.0, 83.2, 0.1
25, 464.158883361, 86.6, 0.104
25, 215.443469003, 88.4, 0.1
25, 100.0, 101.0, 0.096
25, 46.4158883361, 111.2, 0.076
25, 21.5443469003, 112.4, 0.088
25, 10.0, 125.0, 0.068
24, 10000.0, 73.8, 0.1
24, 4641.58883361, 88.4, 0.0916666666667
24, 2154.43469003, 77.4, 0.108333333333
24, 1000.0, 87.2, 0.1
24, 464.158883361, 97.2, 0.0875
24, 215.443469003, 95.4, 0.0833333333333
24, 100.0, 98.8, 0.075
24, 46.4158883361, 104.4, 0.0958333333333
24, 21.5443469003, 108.2, 0.0791666666667
24, 10.0, 124.0, 0.0625
23, 10000.0, 75.2, 0.108695652174
23, 4641.58883361, 78.4, 0.0869565217391
23, 2154.43469003, 81.2, 0.0869565217391
23, 1000.0, 82.8, 0.0869565217391
23, 464.158883361, 86.2, 0.1
23, 215.443469003, 93.8, 0.0739130434783
23, 100.0, 90.0, 0.0913043478261
23, 46.4158883361, 102.6, 0.0652173913043
23, 21.5443469003, 107.8, 0.0652173913043
23, 10.0, 115.0, 0.0782608695652
22, 10000.0, 73.8, 0.0863636363636
22, 4641.58883361, 77.8, 0.0818181818182
22, 2154.43469003, 78.4, 0.1
22, 1000.0, 77.8, 0.113636363636
22, 464.158883361, 81.4, 0.104545454545
22, 215.443469003, 85.0, 0.0954545454545
22, 100.0, 83.6, 0.1
22, 46.4158883361, 99.8, 0.0772727272727
22, 21.5443469003, 113.6, 0.0772727272727
22, 10.0, 123.0, 0.0590909090909
21, 10000.0, 69.0, 0.114285714286
21, 4641.58883361, 75.2, 0.104761904762
21, 2154.43469003, 71.8, 0.0952380952381
21, 1000.0, 79.4, 0.114285714286
21, 464.158883361, 78.2, 0.0809523809524
21, 215.443469003, 84.8, 0.0857142857143
21, 100.0, 97.8, 0.0761904761905
21, 46.4158883361, 90.4, 0.0857142857143
21, 21.5443469003, 113.6, 0.0809523809524
21, 10.0, 121.4, 0.0809523809524
20, 10000.0, 70.6, 0.115
20, 4641.58883361, 67.4, 0.095
20, 2154.43469003, 67.8, 0.1
20, 1000.0, 71.8, 0.125
20, 464.158883361, 82.4, 0.11
20, 215.443469003, 70.6, 0.105
20, 100.0, 89.8, 0.1
20, 46.4158883361, 92.6, 0.09
20, 21.5443469003, 97.6, 0.07
20, 10.0, 106.4, 0.09
19, 10000.0, 61.6, 0.110526315789
19, 4641.58883361, 68.0, 0.0842105263158
19, 2154.43469003, 75.2, 0.105263157895
19, 1000.0, 74.0, 0.110526315789
19, 464.158883361, 74.2, 0.1
19, 215.443469003, 76.8, 0.0894736842105
19, 100.0, 78.6, 0.0947368421053
19, 46.4158883361, 81.0, 0.1
